,Predictions,Close,bias
146,14.238759,14.21,-0.0020238593126332637
147,14.265114,14.849999999999998,0.0393862740359321
148,14.350612,15.22,0.05712143976960957
149,14.546927,15.22,0.044222900651287665
150,14.807801,15.3,0.03216985316058394
151,14.997297,14.86,-0.009239386742079763
152,15.11294,15.159999999999998,0.003104232546521887
153,15.181565,14.610000000000001,-0.03912151161731709
154,15.122864,14.610000000000001,-0.03510361187756665
155,14.978502,14.58,-0.027332117528091237
156,14.788272,14.879999999999999,0.006164522581202943
157,14.701385,15.13,0.028328847034199748
158,14.755333,15.6,0.054145323924529226
159,14.938003,16.31,0.08412001309842138
160,15.320082,16.35,0.06299194429263436
161,15.702658,15.970000000000002,0.016740281804323198
162,15.962352,15.59,-0.023884015331060333
163,15.994558,15.82,-0.011034028720011736
164,15.9378805,15.45,-0.03157802692894802
165,15.830726,15.960000000000003,0.008099895372127993
166,15.776894,15.9,0.007742539891656862
167,15.780582,15.81,0.001860693992503787
168,15.794045,15.72,-0.0047102702482965655
169,15.77985,16.25,0.02893230731670673
170,15.8781395,16.7,0.049213203841340716
171,16.13972,16.94,0.04724197657921808
172,16.404234,16.5,0.005804004091205019
173,16.570528,16.86,0.017169155967051698
174,16.727936,16.49,-0.0144290958772363
175,16.741886,16.29,-0.027740094469982598
176,16.671919,17.14,0.027309284187949
177,16.679016,17.15,0.02746261730138476
178,16.785543,17.19,0.02352859559206168
179,16.91744,17.22,0.017570243064534724
180,17.091864,17.88,0.04407921520122207
181,17.251099,17.78,0.029746983531355516
182,17.470236,16.22,-0.07707989054161296
183,17.441889,16.71,-0.04379944998229208
184,17.087269,16.0,-0.06795430183410645
185,16.740988,15.68,-0.06766503684374753
186,16.349424,15.89,-0.028912798123512686
187,16.046339,17.48,0.0820172176753902
188,16.169119,18.58,0.1297567878780631
189,16.864815,18.18,0.07234242253571059
190,17.481005,18.2,0.039505235441438406
191,17.853922,17.59,-0.015004086995951632
192,17.91816,16.91,-0.05961912979676411
193,17.712992,17.09,-0.036453581888679885
194,17.412142,17.6,0.010673761367797931
195,17.34068,17.08,-0.015262246411075738
196,17.224695,16.9,-0.019212734064406982
197,17.130539,16.65,-0.028861197623404743
198,16.947775,16.71,-0.014229496534108921
199,16.819714,17.26,0.025509061846506642
